Store,Dept,Avg_Demand,Std_Demand,Max_Demand,Safety_Stock,Reorder_Point,EOQ,Inventory_Health
1,35,2535.7309090909093,589.2246263139397,4279.0,972.2206334180004,3507.95154250891,356.0709837301342,Healthy
1,36,1476.2035664335663,1139.133694623828,5850.0,1879.570596129316,3355.7741625628823,271.68028695817867,High Risk
1,37,2800.4951048951048,369.59582002328716,3816.82,609.8331030384238,3410.3282079335286,374.19881780245544,Healthy
1,38,79978.22258741259,12540.94898771012,127811.89,20692.565829721698,100670.78841713429,1999.7277638145222,Healthy
1,40,58510.40916083916,4264.078123276134,68569.53,7035.72890340562,65546.13806424478,1710.4152881806097,Healthy
1,41,1064.7696503496504,720.9332673219948,4164.38,1189.5398910812912,2254.309541430942,230.73465824943275,High Risk
1,42,7940.326223776223,850.7052975750534,10220.35,1403.663740998838,9343.98996477506,630.0923037054263,Healthy
1,44,4872.724405594406,1159.5126729956405,9623.65,1913.1959104428067,6785.920316037213,493.59519880132575,Healthy
1,45,23.995070422535214,17.828062139162157,80.29,29.416302529617557,53.411372952152774,34.63745835258067,High Risk
1,46,19662.98986013986,4418.225030993301,54830.17,7290.071301138945,26953.061161278805,991.5389518354752,Healthy
1,47,-116.45454545454545,291.39495816678374,224.0,480.80168097519316,364.3471355206477,,High Risk
1,48,917.72792,890.885695152805,6445.0,1469.9613970021283,2387.6893170021285,214.2111014863609,High Risk
1,49,11437.931258741259,2007.9715733681942,17190.6,3313.15309605752,14751.084354798779,756.2384299525269,Healthy
1,51,32.71272727272727,35.684518025392265,185.8,58.879454741897234,91.59218201462451,40.44300141725838,High Risk
1,52,2355.439370629371,678.9606435203748,4205.67,1120.2850618086184,3475.724432437989,343.17920760364916,Healthy
1,54,90.92105263157895,99.55917104813932,616.0,164.27263222942986,255.19368486100882,67.42442162583932,High Risk
1,55,12817.843356643358,6148.786845772161,48876.91,10145.498295524065,22963.341652167423,800.5574107034223,Healthy
1,56,4000.4806293706292,4020.302474965057,16347.63,6633.499083692344,10633.979713062974,447.24046269152734,High Risk
1,58,3372.4744755244756,1542.1833273480336,7790.0,2544.6024901242554,5917.076965648731,410.63819083984845,Healthy
1,59,857.7751048951048,1880.95821672257,18016.74,3103.58105759224,3961.356162487345,207.09600489810333,High Risk
1,60,1020.9958041958041,238.65685481139744,2226.4,393.78381043880574,1414.77961463461,225.94200629761215,Healthy
1,67,7436.017342657343,3552.203603961903,21228.22,5861.13594653714,13297.153289194483,609.7547598279715,Healthy
1,71,2732.4733566433565,1018.142750942668,7561.4,1679.9355390554022,4412.408895698759,369.626389523486,Healthy
1,72,47390.644895104895,23056.474450945407,203670.47,38043.18284405992,85433.82773916482,1539.3285044964396,Healthy
1,74,11652.827412587412,2119.986324900325,20182.75,3497.9774360855363,15150.80484867295,763.3094854836868,Healthy
1,77,677.0,660.0022727233596,1431.0,1089.0037499935434,1766.0037499935434,183.98369492974098,High Risk
1,78,11.5,1.0,12.0,1.65,13.15,23.979157616563597,Healthy
1,79,33974.792937062935,5728.899399484748,48373.55,9452.684009149834,43427.47694621277,1303.3570680566193,Healthy
1,80,17139.314615384617,2414.333401405141,22615.85,3983.6501123184826,21122.9647277031,925.7244356552499,Healthy
1,81,29780.696573426576,1849.372056538973,36081.52,3051.4638932893054,32832.16046671588,1220.2601479485138,Healthy
1,82,20727.86090909091,5896.743538089706,63787.12,9729.626837848014,30457.487746938925,1018.0339117409328,Healthy
1,83,5704.0489510489515,1172.912137590897,9660.09,1935.3050270249798,7639.353978073931,534.0434884468189,Healthy
1,85,3685.8755244755243,1123.845618127981,9020.76,1854.3452699111685,5540.220794386692,429.29450989242366,Healthy
1,87,46006.2772027972,9269.715751096617,68503.09,15295.030989309418,61301.30819210662,1516.6785619042225,Healthy
1,90,82427.54783216784,8355.642883716539,116538.94,13786.810758132287,96214.35859030012,2030.117580734769,Healthy
1,91,64238.94342657343,6063.2766620920875,76603.53,10004.406492451944,74243.34991902538,1792.1906068631963,Healthy
1,92,135458.96951048952,16599.48470749365,194839.6,27389.149767364524,162848.11927785404,2602.4889001731544,Healthy
1,93,71699.18237762238,9300.200075905004,97979.96,15345.330125243256,87044.51250286563,1893.3988272102417,Healthy
1,94,63180.568181818184,6605.065019858839,86052.03,10898.357282767083,74078.92546458526,1777.36558115963,Healthy
1,95,120772.06216783218,10234.444723918881,148798.05,16886.833794466154,137658.89596229832,2457.3569354881292,Healthy
1,96,33251.831639344266,6028.142269548692,52101.28,9946.434744755341,43198.26638409961,1289.4152092973052,Healthy
1,97,35207.34881118881,3388.4967227386464,43995.15,5591.019592518766,40798.36840370757,1326.788393286375,Healthy
1,98,11827.770769230769,2081.131442340607,20732.04,3433.8668798620015,15261.63764909277,769.0179051631623,Healthy
1,99,306.0910810810811,538.3122460048618,2400.0,888.2152059080219,1194.306286989103,123.71157607133641,High Risk
2,1,30777.98076923077,14320.969925903304,82766.07,23629.60037774045,54407.58114697122,1240.5236952438831,Healthy
2,2,65912.92251748251,4862.228411892653,93511.03,8022.676879622876,73935.59939710538,1815.3914525176451,Healthy
2,3,17476.563356643357,12766.064825949774,68674.69,21064.006962817126,38540.57031946049,934.7877661973159,High Risk
2,4,45607.66657342658,3547.802847818671,62586.93,5853.874698900807,51461.541272327384,1510.093814526544,Healthy
2,5,30555.315314685315,18040.0567097679,150343.42,29766.093571117035,60321.408885802346,1236.0282220622091,Healthy
2,6,6808.382517482517,4663.2007550654425,42885.88,7694.28124585798,14502.663763340497,583.4544762653945,High Risk
2,7,40477.83706293706,33691.274223641594,264837.42,55590.60246900863,96068.43953194568,1422.6355306777816,High Risk
2,8,58707.36944055944,3867.068133465881,74917.03,6380.662420218703,65088.031860778145,1713.29170663608,Healthy
2,9,34375.864475524475,9224.62444951995,72676.62,15220.630341707916,49596.49481723239,1311.0275450104868,Healthy
2,10,38845.85447552448,3890.050666584058,48926.81,6418.583599863696,45264.43807538818,1393.6616245617959,Healthy
2,11,23382.686153846156,5950.488064802908,39879.14,9818.305306924798,33200.99146077095,1081.2651421794321,Healthy
2,12,7735.9462937062945,1141.143678569435,10480.81,1882.8870696395677,9618.833363345862,621.930313367434,Healthy
2,13,46117.95923076923,2979.123436120245,53319.96,4915.553669598404,51033.512900367634,1518.5183441560598,Healthy
2,14,21314.132937062936,8828.08815588158,76486.63,14566.345457204607,35880.47839426754,1032.3306867729675,Healthy
2,16,27005.17965034965,18032.090697713524,69765.65,29752.94965122731,56758.12930157696,1162.006446848503,High Risk
2,17,13790.854195804195,3138.5289480927327,32817.23,5178.572764353009,18969.426960157205,830.3870843108109,Healthy
2,18,11687.563008849558,16496.08765736547,71401.56,27218.544634653026,38906.10764350258,764.4463031779785,High Risk
2,19,4053.43993006993,834.1911175145278,6748.27,1376.4153438989708,5429.855273968901,450.19106666336296,Healthy
2,20,5748.619440559441,1154.5091465437622,9080.75,1904.9400917972075,7653.559532356649,536.1258919581967,Healthy
2,21,9910.939860139859,1805.556932745264,19078.6,2979.1689390296856,12890.108799169544,703.9509876454418,Healthy
2,22,12923.013846153846,4297.541068285758,34762.15,7090.9427626715005,20013.95660882535,803.8349907211631,Healthy
2,23,29170.616573426574,9560.538509884653,88454.23,15774.888541309676,44945.505114736254,1207.6964969193746,Healthy
2,24,8309.564545454545,4570.259145558089,26097.66,7540.927590170846,15850.49213562539,644.5760058152391,Healthy
2,25,15299.508391608393,3258.6155505952524,30205.63,5376.715658482166,20676.22405009056,874.6287324233178,Healthy
2,26,9347.725104895104,2825.107609452628,19679.04,4661.427555596836,14009.15266049194,683.6565330959364,Healthy
2,27,1837.9546153846154,991.7490653384427,7060.44,1636.3859578084305,3474.340573193046,303.1463850505738,Healthy
2,28,798.9132167832167,341.1826460354874,1763.78,562.9513659585541,1361.8645827417708,199.86410592990637,Healthy
2,29,7111.482657342657,2376.7340180565543,22289.92,3921.6111297933144,11033.093787135971,596.3003713457948,Healthy
2,30,4981.155384615385,1075.93803382671,7558.68,1775.2977558140713,6756.453140429456,499.05687975497267,Healthy
2,31,3884.756993006993,2005.8597299012429,11830.25,3309.6685543370504,7194.4255473440435,440.72423310994554,Healthy
2,32,11755.096713286714,6340.951748269338,55952.94,10462.570384644407,22217.66709793112,766.6517042727653,Healthy
2,33,7488.096993006994,3593.3173666471407,23854.41,5928.973654967782,13417.070647974775,611.8863045128153,Healthy
2,34,17595.203496503498,3418.696956208889,27931.0,5640.849977744666,23236.053474248165,937.9553160066715,Healthy
2,35,3875.588601398602,932.5956667557226,6928.95,1538.7828501469423,5414.371451545544,440.2038505850785,Healthy
2,36,2631.7505594405598,2237.2714723871645,10937.0,3691.4979294388213,6323.248488879381,362.7499524080299,High Risk
2,37,4500.250769230769,578.475010945884,6304.14,954.4837680607086,5454.734537291478,474.3548655400706,Healthy
2,38,85114.996013986,13547.874373690152,172794.2,22353.99271658875,107468.98873057475,2062.94687297063,Healthy
2,39,2.34,3.1199999999999997,7.02,5.147999999999999,7.487999999999999,10.816653826391969,High Risk
2,40,78174.5602097902,5350.924677392587,96799.15,8829.025717697768,87003.58592748796,1977.0503307932022,Healthy
2,41,2592.2207692307693,1686.239405737954,10499.0,2782.295019467624,5374.515788698393,360.0153308701429,High Risk
2,42,8768.857692307693,873.2103734388736,10965.25,1440.7971161741414,10209.654808481833,662.1501979274677,Healthy
2,44,7245.5411888111885,1691.7340536330812,12999.51,2791.361188494584,10036.902377305772,601.8945584075,Healthy
2,45,29.139848484848486,40.82070132787734,191.17,67.3541571909976,96.49400567584608,38.17057013253043,High Risk
2,46,29675.324545454547,7006.625345567603,77799.17,11560.931820186544,41236.25636564109,1218.0994324244336,Healthy
2,47,18.068181818181817,608.116849193251,1098.0,1003.3928011688641,1021.460982987046,30.056764478384743,High Risk
2,48,1358.3479136690646,1056.7158722085608,5844.0,1743.5811891441251,3101.9291028131897,260.6096615312894,High Risk
2,49,15568.465664335663,3022.0939259978177,25132.0,4986.454977896399,20554.920642232064,882.2829949720119,Healthy
2,51,16.226666666666667,15.781308468238526,49.88,26.039158972593565,42.26582563926023,28.483913588784343,High Risk
2,52,4148.373566433566,969.1692244663385,8584.46,1599.1292203694584,5747.502786803025,455.43240807136056,Healthy
2,54,104.50286764705882,114.78050374459869,526.0,189.38783117858782,293.8906988256466,72.2851532636747,High Risk
2,55,13060.297692307693,8443.774849624195,70935.76,13932.228501879921,26992.526194187616,808.0933637986298,High Risk
2,56,5545.122307692308,5557.8482012251425,23768.08,9170.449532021485,14715.571839713793,526.5511517266061,High Risk
2,58,21610.019090909092,6534.45325142416,44860.0,10781.847864849864,32391.866955758956,1039.4714784665593,Healthy
2,59,1391.5205594405595,3014.500909380059,27370.56,4973.926500477097,6365.447059917657,263.7726823839572,High Risk
2,60,221.54594594594593,114.16308333717865,510.4,188.36908750634475,409.9150334522907,105.24874012213779,Healthy
2,67,12125.255594405595,5687.36825176731,35002.08,9384.157615416061,21509.413209821658,778.6287817184,Healthy
2,71,4634.6093706293705,1415.4967900636818,10342.82,2335.5697036050747,6970.179074234446,481.3839097139294,Healthy
2,72,72929.49664335664,34440.91618242843,285353.53,56827.51170100691,129757.00834436355,1909.5745160029321,Healthy
2,74,16986.406013986016,2848.982612613146,29723.73,4700.821310811691,21687.227324797706,921.5857533074721,Healthy
2,77,817.5,867.6200205158938,1431.0,1431.5730338512246,2249.073033851225,202.1756661915573,High Risk
2,78,11.764,5.401183409422627,25.76,8.911952625547334,20.675952625547332,24.252834885843757,Healthy
2,79,32759.096993006995,4291.736128038877,48139.99,7081.364611264146,39840.46160427114,1279.826101331876,Healthy
2,80,26041.273566433567,1709.544367284232,34782.14,2820.7482060189827,28862.02177245255,1141.0800490419936,Healthy
2,81,31000.484265734267,2018.7396797316949,35995.54,3330.9204715572964,34331.40473729157,1244.9996840508488,Healthy
2,82,24647.232587412585,11399.707182790027,106512.77,18809.516851603545,43456.74943901613,1110.1178448122655,Healthy
2,83,5710.719650349651,944.7849066526251,9339.38,1558.8950959768313,7269.614746326482,534.3556704269943,Healthy
2,85,3672.0427972027974,1140.119104223793,9854.73,1881.1965219692586,5553.239319172056,428.48820270824245,Healthy
2,87,24932.985804195807,5064.383090489064,47167.02,8356.232099306955,33289.217903502766,1116.5345002326576,Healthy
2,90,97611.53713286713,8699.454115028855,148555.65,14354.09928979761,111965.63642266474,2209.2027649456163,Healthy
2,91,80610.38034965035,5397.3487775475005,94029.23,8905.625482953375,89516.00583260373,2007.6152563383548,Healthy
2,92,164840.230979021,19705.5869269229,257375.39,32514.218429422785,197354.4494084438,2870.8903756415098,Healthy
2,93,70581.97706293706,8548.692128465942,97658.89,14105.342011968803,84687.31907490587,1878.5895914613316,Healthy
2,94,70018.67251748251,7259.141739568028,96765.32,11977.583870287246,81996.25638776975,1871.0781987597754,Healthy
2,95,143588.75188811187,10222.130919216685,168543.95,16866.51601670753,160455.2679048194,2679.447255387871,Healthy
2,96,34319.06384615385,4886.9875866621605,51034.12,8063.529517992564,42382.593364146414,1309.9439653312245,Healthy
2,97,40697.20405594406,2955.3815884469673,49034.16,4876.379620937496,45573.58367688155,1426.4852620329461,Healthy
2,98,14035.40083916084,2394.749377423095,24029.0,3951.336472748107,17986.737311908946,837.7171610740955,Healthy
2,99,475.8969047619047,1084.7821349468943,5240.0,1789.8905226623756,2265.7874274242804,154.2557786214028,High Risk
3,1,7328.621048951049,3116.9862634866367,18969.05,5143.02733475295,12471.648383704,605.3354875170895,Healthy
3,2,16841.775664335662,2040.0873134823823,22222.09,3366.1440672459307,20207.919731581595,917.6539561385779,Healthy
3,3,5509.300769230769,3163.541825657981,18159.86,5219.844012335669,10729.144781566438,524.8476335676273,Healthy
3,4,8434.186503496503,917.9740191199519,10436.56,1514.6571315479205,9948.843635044424,649.3915037747454,Healthy
3,5,11695.366573426572,5816.895631502521,44129.09,9597.87779197916,21293.24436540573,764.7014637564967,Healthy
3,6,2012.4118181818183,1313.3923594633368,13067.28,2167.0973931145054,4179.509211296324,317.2074887342525,High Risk
3,7,10044.341608391609,6605.889487518113,53832.37,10899.717654404885,20944.059262796494,708.6727597555732,High Risk
3,8,8310.254195804197,703.714435649452,10187.95,1161.1288188215956,9471.383014625791,644.6027534770619,Healthy
3,9,9062.007692307692,3025.119703490899,20842.16,4991.447510759984,14053.455203067675,673.127316794813,Healthy
3,10,10871.944125874126,2083.552220428172,15546.28,3437.8611637064837,14309.80528958061,737.2904490726204,Healthy
3,11,8774.928041958041,4041.1262463569137,27991.76,6667.858306488907,15442.786348446949,662.379349087743,Healthy
3,12,2383.603006993007,473.2981196238644,3530.22,780.9418973793762,3164.5449043723834,345.2247823515142,Healthy
3,13,11363.06167832168,1037.15131978665,14438.47,1711.2996776479724,13074.361355969651,753.7593010478106,Healthy
3,14,4626.649020979022,1617.3614703132891,14193.66,2668.646426016927,7295.295446995949,480.97032242015837,Healthy
3,16,7871.568321678322,4463.638870327185,21172.22,7365.0041360398545,15236.572457718175,627.3582836656548,Healthy
3,17,2634.1996503496503,540.0678591248845,4495.01,891.1119675560594,3525.3116179057097,362.9186995974202,Healthy
3,18,2960.677739130435,4612.901394157604,24075.8,7611.287300360046,10571.965039490482,384.7517211872115,High Risk
3,19,731.3131468531468,528.4168364650637,5368.79,871.8877801673551,1603.200927020502,191.22148765935626,High Risk
3,20,1682.1992307692308,500.50862933292984,3546.44,825.8392383993342,2508.038469168565,290.0171745577519,Healthy
3,21,1244.5296503496502,219.29086871547904,2157.38,361.8299333805404,1606.3595837301905,249.45236522727643,Healthy
3,22,3101.76986013986,1136.0410799251254,9137.14,1874.4677818764567,4976.237642016316,393.8127638954748,Healthy
3,23,10913.330069930069,3137.5519276904756,22433.49,5176.960680689284,16090.290750619353,738.6924282111625,Healthy
3,24,2763.627342657343,1341.8225455537213,7670.69,2214.00720016364,4977.6345428209825,371.7275442213923,Healthy
3,25,4260.447972027972,954.49461420843,7576.03,1574.9161134439094,5835.3640854718815,461.54349589328916,Healthy
3,26,2850.050839160839,991.8473987204821,7115.88,1636.5482078887956,4486.5990470496345,377.4950886541995,Healthy
3,27,500.19363636363636,221.18040703393646,1818.1,364.94767160599514,865.1413079696315,158.1444966420957,Healthy
3,28,166.87006993006992,77.40834975612711,413.5,127.72377709760973,294.59384702767966,91.34278021006091,Healthy
3,29,1517.404055944056,578.1668887584908,4868.91,953.9753664515098,2471.3794223955656,275.4454624734319,Healthy
3,30,1243.926993006993,367.34442665873195,2425.7,606.1183039869077,1850.0452969939006,249.39195987511235,Healthy
3,31,878.4754545454546,429.8111094385521,2770.17,709.1883305736109,1587.6637851190653,209.57999123788684,Healthy
3,32,4296.111048951049,3092.5925663458984,24450.5,5102.777734470732,9398.888783421782,463.47119915648744,High Risk
3,33,3228.155104895105,1081.307215907884,7021.26,1784.1569062480085,5012.3120111431135,401.7558403368335,Healthy
3,34,4579.71916083916,1206.7764264221878,8090.53,1991.1811035966098,6570.90026443577,478.52477265232363,Healthy
3,35,1439.3255244755244,442.94459450472533,2608.0,730.8585809327967,2170.184105408321,268.265309393101,Healthy
3,36,622.6893706293706,489.11971433341455,2165.0,807.0475286501339,1429.7368992795045,176.4496203777966,High Risk
3,38,108598.36412587413,18546.61826385018,155897.94,30601.920135352797,139200.28426122692,2330.218488960575,Healthy
3,40,18203.10825174825,1999.4309081981787,23387.09,3299.060998526995,21502.169250275245,954.020656268727,Healthy
3,41,646.832027972028,443.944317517093,3531.63,732.5081239032035,1379.3401518752314,179.8377085001958,High Risk
3,42,4422.944405594406,1094.0229361222,7392.43,1805.13784460163,6228.082250196036,470.2629267545128,Healthy
3,44,2133.657762237762,618.4046039374334,4005.84,1020.3675964967651,3154.0253587345273,326.6234653418032,Healthy
3,45,9.922500000000001,7.541658998824162,21.96,12.443737348059866,22.36623734805987,22.27386360737625,High Risk
3,46,6179.259510489511,2048.8798196346447,19113.94,3380.6517023971637,9559.911212886675,555.8443806718527,Healthy
3,47,38.875,57.38700076796885,100.0,94.6885512671486,133.5635512671486,44.087980221371,High Risk
3,49,17.581481481481482,10.044945862793039,44.55,16.574160673608514,34.15564215508999,29.649183362684276,Healthy
3,51,5.411803278688525,6.674093573461672,27.68,11.012254396211759,16.424057674900283,16.44962503932616,High Risk
3,52,961.3902097902097,277.1650571346152,2484.22,457.32234427211506,1418.7125540623247,219.2476008751532,Healthy
3,54,58.3112389380531,50.67028935630156,207.0,83.60597743789756,141.91721637595066,53.995943800462044,High Risk
3,55,7153.737902097902,2847.0090066245325,23061.62,4697.564860930478,11851.30276302838,598.0693062721871,Healthy
3,56,1606.8088811188811,1827.3441150567505,7312.63,3015.117789843638,4621.926670962519,283.44389930980003,High Risk
3,59,244.87845528455284,486.07298384230825,3423.0,802.0204233398085,1046.8988786243613,110.65226054730036,High Risk
3,60,138.12587412587413,44.31132928811569,299.2,73.11369332539088,211.23956745126503,83.10411365446181,Healthy
3,67,2021.4826573426574,931.3317578539105,5299.59,1536.6974004589522,3558.1800578016096,317.92158288976367,Healthy
3,71,1101.6100000000001,500.9200686314598,2946.66,826.5181132419086,1928.1281132419087,234.6923518140291,Healthy
3,72,22796.856573426576,11253.139860858306,93974.21,18567.680770416202,41364.53734384278,1067.634220447869,Healthy
3,74,3374.9607692307695,783.9525818272615,7611.41,1293.5217600149815,4668.482529245751,410.7895306133525,Healthy
3,77,424.0,734.4570794811634,1272.0,1211.8541811439195,1635.8541811439195,145.60219778561037,High Risk
3,78,6.0,,6.0,,,17.320508075688775,Healthy
3,79,7230.372447552448,715.4695057971778,9301.77,1180.5246845653433,8410.89713211779,601.2641868410444,Healthy
3,80,24.420476190476194,43.75968903867924,200.0,72.20348691382074,96.62396310429693,34.943151110393714,High Risk
3,81,1429.3000699300699,322.98409590090495,2132.98,532.9237582364931,1962.223828166563,267.32939138168757,Healthy
3,82,6746.578391608391,1820.9079497569996,18601.3,3004.498117099049,9751.07650870744,580.800240685573,Healthy
3,83,19.33,,19.33,,,31.088583113419624,Healthy
3,85,874.1281818181818,289.06553543608857,1706.77,476.9581334695461,1351.086315287728,209.06077846145385,Healthy
3,87,939.4354545454545,431.5120883406662,2100.14,711.9949457620992,1651.4304003075536,216.72972275918391,Healthy
3,90,1540.0491608391608,273.64022444277765,2029.24,451.5063703305831,1991.555531169744,277.4931675590555,Healthy
3,91,318.68559440559443,144.41319867024743,867.02,238.28177780590823,556.9673722115026,126.23105687698143,Healthy
3,92,7568.28020979021,1450.7504043951785,10777.24,2393.7381672520446,9962.018377042255,615.1536478714164,Healthy
3,94,656.2944444444445,1309.2973083914158,5976.5,2160.340558845836,2816.63500329028,181.1483431395999,High Risk
3,95,15745.528251748252,3090.0102963241366,24553.65,5098.516988934825,20844.045240683077,887.2859812864242,Healthy
3,96,3934.54,844.2661298746514,7843.1,1393.0391142931746,5327.579114293175,443.53917527091113,Healthy
3,97,343.43735714285714,159.75799975066022,678.65,263.60069958858935,607.0380567314464,131.04147380559658,Healthy
3,98,30.570833333333333,31.030981787792115,153.21,51.20111994985699,81.77195328319033,39.09656847687105,High Risk
4,1,36979.94006993007,15156.69065704757,91965.85,25008.539584128488,61988.47965405855,1359.7782920375305,Healthy
4,2,93639.31538461539,8190.2905809371805,123735.98,13513.979458546348,107153.29484316174,2163.785056152937,Healthy
4,3,19012.49167832168,15732.32774602074,103193.89,25958.340780934217,44970.83245925589,974.9997866236095,High Risk
4,4,56603.40013986014,4239.019016592782,72179.92,6994.381377378089,63597.781517238225,1682.3109127010403,Healthy
4,5,45668.406783216786,21509.49967223269,174922.53,35490.67445918394,81159.08124240072,1511.0990500827002,Healthy
4,6,8241.777692307693,5773.248484194046,45600.79,9525.859998920176,17767.63769122787,641.9414962559943,High Risk
4,7,50728.1513986014,39443.93050085412,318422.01,65082.485326409296,115810.6367250107,1592.6103007107765,High Risk
4,8,62949.72377622378,3563.8414216285246,76078.03,5880.338345687065,68830.06212191084,1774.1156075101726,Healthy
4,9,34437.17097902098,8417.522248618689,62726.39,13888.911710220835,48326.08268924181,1312.1960786982443,Healthy
4,10,37269.66741258741,5083.018084739719,52560.25,8386.979839820535,45656.64725240794,1365.0946379754669,Healthy
4,11,27145.836643356644,7417.829478338837,52148.41,12239.418639259082,39385.255282615726,1165.0286829807376,Healthy
4,12,8141.9109790209795,1358.2458738290654,10870.44,2241.105691817958,10383.016670838937,638.0403975854891,Healthy
4,13,69596.44734265735,4795.4234678125995,83784.6,7912.448721890789,77508.89606454814,1865.4281994043265,Healthy
4,14,28567.509440559443,10337.604600001745,98900.14,17057.04759000288,45624.557030562326,1195.1466320196748,Healthy
4,16,21270.153006993005,14530.09487315425,51812.8,23974.656540704513,45244.809547697514,1031.265072786648,High Risk
4,17,15815.878041958042,2592.0973842524227,29807.88,4276.960684016497,20092.83872597454,889.265934407645,Healthy
4,18,13146.54379032258,17703.18282234796,77080.53,29210.251656874134,42356.79544719671,810.7571704993604,High Risk
4,19,3038.317762237762,775.1325819709716,5495.99,1278.968760252103,4317.286522489865,389.7638876446715,Healthy
4,20,8888.302867132868,1292.7072049666585,13418.6,2132.9668881949865,11021.269755327856,666.6446904886017,Healthy
4,21,8865.273146853147,1374.8017676108573,17297.96,2268.4229165579145,11133.696063411062,665.780487354997,Healthy
4,22,17289.916293706294,4323.4105922173,35640.23,7133.627477158545,24423.54377086484,929.7826706738057,Healthy
4,23,46234.012867132864,12111.765130707088,122666.23,19984.412465666694,66218.42533279955,1520.427783012611,Healthy
4,24,10875.301188811189,4523.058638360771,29559.49,7463.046753295271,18338.34794210646,737.4042713739591,Healthy
4,25,15640.748531468531,2631.464143190197,26641.68,4341.9158362638245,19982.664367732355,884.328800036178,Healthy
4,26,18429.75993006993,4402.7683409700985,36572.85,7264.567762600662,25694.32769267059,959.9416630730726,Healthy
4,27,2579.9061538461538,1074.1250464604645,8474.58,1772.3063266597665,4352.21248050592,359.15916762948945,Healthy
4,28,916.2322377622378,285.95509689957356,1794.16,471.8259098842964,1388.058147646534,214.03647326591766,Healthy
4,29,9472.12118881119,3081.566810471694,30150.35,5084.585237278296,14556.706426089486,688.1904238221857,Healthy
